,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,League
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
Pau Cubarsí,es ESP,DF,Barcelona,17-211,2007,1,1,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,La Liga
Arnaut Danjuma,nl NED,FW,Villarreal,27-202,1997,1,1,78,0.9,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,3,2,8,1.15,0.00,1.15,1.15,1.15,0.41,0.00,0.41,0.41,0.41,Matches,La Liga
Sergi Darder,es ESP,MF,Mallorca,30-242,1993,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30-088,1994,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.00,0.31,Matches,La Liga
Moussa Diarra,ml MLI,DF,Alavés,23-284,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Brahim Díaz,ma MAR,FW,Real Madrid,25-017,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Diego,es ESP,FW,Leganés,24-124,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Djené,tg TOG,DF,Getafe,32-233,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Carlos Dominguez,es ESP,DF,Celta Vigo,23-191,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Anastasios Douvikas,gr GRE,FW,Celta Vigo,25-018,1999,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Hugo Duro,es ESP,FW,Valencia,24-284,1999,1,1,90,1.0,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,3,0,1,1.00,0.00,1.00,1.00,1.00,0.98,0.00,0.98,0.98,0.98,Matches,La Liga
Aritz Elustondo,es ESP,DF,Real Sociedad,30-145,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,1,7,0,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.26,0.22,0.26,Matches,La Liga
Adri Embarba,es ESP,MF,Rayo Vallecano,32-105,1992,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,La Liga
Alfonso Espino,uy URU,DF,Rayo Vallecano,32-228,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,La Liga
Abde Ezzalzouli,ma MAR,FW,Betis,22-247,2001,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Peter Federico,do DOM,MF,Getafe,22-026,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34,Matches,La Liga
Nabil Fekir,fr FRA,MF,Betis,31-033,1993,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,5,5,8,0.00,1.00,1.00,0.00,1.00,0.04,0.49,0.53,0.04,0.53,Matches,La Liga
Kiko Femenía,es ESP,DF,Villarreal,33-200,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Pablo Fornals,es ESP,FW,Betis,28-180,1996,1,1,58,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,2,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.20,0.15,0.20,Matches,La Liga
Dimitri Foulquier,fr FRA,MF,Valencia,31-150,1993,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Enric Franquesa,es ESP,FW,Leganés,27-176,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Jorge de Frutos,es ESP,MF,Rayo Vallecano,27-182,1997,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,2,0,3,1.22,0.00,1.22,1.22,1.22,0.19,0.00,0.19,0.19,0.19,Matches,La Liga
Manuel Fuster,es ESP,"MF,FW",Las Palmas,26-303,1997,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches,La Liga
Eric García,es ESP,MF,Barcelona,23-224,2001,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Joan García,es ESP,GK,Espanyol,23-108,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Rubén García,es ESP,FW,Osasuna,31-037,1993,1,1,77,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,4,6,0.00,0.00,0.00,0.00,0.00,0.21,0.28,0.49,0.21,0.49,Matches,La Liga
Yarek Gasiorowski,es ESP,DF,Valencia,19-221,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Paulo Gazzaniga,ar ARG,GK,Girona,32-231,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Bryan Gil,es ESP,FW,Girona,23-191,2001,1,1,80,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,6,19,0.00,0.00,0.00,0.00,0.00,0.19,0.14,0.33,0.19,0.33,Matches,La Liga
Dani Gómez,es ESP,FW,Valencia,26-021,1998,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Moi Gómez,es ESP,MF,Osasuna,30-058,1994,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches,La Liga
Sergi Gómez,es ESP,DF,Espanyol,32-145,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,2,0,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches,La Liga
Sergio Gómez,es ESP,FW,Real Sociedad,23-351,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Unai Gómez,es ESP,MF,Athletic Club,21-087,2003,1,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Urko González,es ESP,MF,Real Sociedad,23-153,2001,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Andoni Gorosabel,es ESP,DF,Athletic Club,28-016,1996,1,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
José Gragera,es ESP,MF,Espanyol,23-264,2000,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Dominik Greif,sk SVK,GK,Mallorca,27-136,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Antoine Griezmann,fr FRA,"MF,FW",Atlético Madrid,33-152,1991,1,1,77,0.9,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,3,8,0.00,1.17,1.17,0.00,1.17,0.15,0.06,0.21,0.15,0.21,Matches,La Liga
Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,32-278,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,La Liga
Javier Guerra,es ESP,MF,Valencia,21-232,2003,1,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Ander Guevara,es ESP,MF,Alavés,27-044,1997,1,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,La Liga
Pape Gueye,sn SEN,MF,Villarreal,25-209,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Hugo Guillamón,es ESP,MF,Valencia,24-202,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Arda Güler,tr TUR,MF,Real Madrid,19-177,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Gerard Gumbau,es ESP,MF,Rayo Vallecano,29-246,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches,La Liga
Jon Guridi,es ESP,MF,Alavés,29-174,1995,1,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,La Liga
Gorka Guruzeta,es ESP,FW,Athletic Club,27-343,1996,1,1,90,1.0,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0,7,0.00,1.00,1.00,0.00,1.00,0.09,0.12,0.21,0.09,0.21,Matches,La Liga
Miguel Gutiérrez,es ESP,DF,Girona,23-024,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,Matches,La Liga
Javi Hernández,es ESP,DF,Leganés,26-110,1998,1,1,90,1.0,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,2,4,2,0.00,1.00,1.00,0.00,1.00,0.12,0.61,0.74,0.12,0.74,Matches,La Liga
Jorge Herrando,es ESP,DF,Osasuna,23-174,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,2,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,La Liga
Ander Herrera,es ESP,MF,Athletic Club,35-006,1989,1,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,Matches,La Liga
Sergio Herrera,es ESP,GK,Osasuna,31-076,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Yangel Herrera,ve VEN,MF,Girona,26-219,1998,1,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,7,5,0.00,0.00,0.00,0.00,0.00,0.15,0.28,0.43,0.15,0.43,Matches,La Liga
Omar El Hilali,ma MAR,DF,Espanyol,20-343,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Iglesias,es ESP,DF,Getafe,26-048,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Borja Iglesias,es ESP,FW,Celta Vigo,31-216,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Karl Jakob Hein,ee EST,GK,Valladolid,22-129,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Jofre,es ESP,MF,Espanyol,23-064,2001,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,La Liga
Juanmi,es ESP,FW,Betis,31-092,1993,1,1,58,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,1,1,0.00,0.00,0.00,0.00,0.00,0.16,0.45,0.61,0.16,0.61,Matches,La Liga
Vinicius Júnior,br BRA,FW,Real Madrid,24-039,2000,1,1,87,1.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,4,5,15,0.00,1.03,1.03,0.00,1.03,0.06,0.34,0.41,0.06,0.41,Matches,La Liga
Stanko Jurić,hr CRO,MF,Valladolid,28-004,1996,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Kiké,es ESP,FW,Alavés,34-269,1989,1,1,79,0.9,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,0,1,3,1.14,0.00,1.14,1.14,1.14,0.64,0.00,0.64,0.64,0.64,Matches,La Liga
Koke,es ESP,MF,Atlético Madrid,32-225,1992,1,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.80,Matches,La Liga
Jules Koundé,fr FRA,DF,Barcelona,25-282,1998,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Alex Král,cz CZE,MF,Espanyol,26-093,1998,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,La Liga
Ladislav Krejčí,cz CZE,DF,Girona,25-122,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Takefusa Kubo,jp JPN,FW,Real Sociedad,23-077,2001,1,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,La Liga
Cyle Larin,ca CAN,FW,Mallorca,29-125,1995,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Robin Le Normand,es ESP,DF,Atlético Madrid,27-283,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Florian Lejeune,fr FRA,DF,Rayo Vallecano,33-092,1991,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,La Liga
Iñigo Lekue,es ESP,DF,Athletic Club,31-108,1993,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches,La Liga
Robert Lewandowski,pl POL,FW,Barcelona,35-365,1988,1,1,90,1.0,2,0,2,1,1,1,0,0,1.8,1.0,0.1,1.1,0,2,3,2.00,0.00,2.00,1.00,1.00,1.82,0.06,1.87,1.03,1.09,Matches,La Liga
Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24-241,1999,1,1,90,1.0,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,2,2,8,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59,Matches,La Liga
Diego Llorente,es ESP,DF,Betis,31-004,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29-203,1995,1,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.1,3,10,11,1.00,0.00,1.00,1.00,1.00,0.05,0.05,0.11,0.05,0.11,Matches,La Liga
Enzo Loiodice,fr FRA,MF,Las Palmas,23-267,2000,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches,La Liga
David López,es ESP,DF,Girona,34-316,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Diego López,es ESP,MF,Valencia,22-099,2002,1,1,65,0.7,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,3,2,3,0.00,1.38,1.38,0.00,1.38,0.00,1.18,1.18,0.00,1.18,Matches,La Liga
Javi López,es ESP,DF,Real Sociedad,22-148,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,La Liga
Roberto López,es ESP,DF,Leganés,24-118,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Unai López,es ESP,MF,Rayo Vallecano,28-295,1995,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,La Liga
Pol Lozano,es ESP,MF,Espanyol,24-319,1999,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Dodi Lukebakio,be BEL,FW,Sevilla,26-331,1997,1,1,73,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,3,1,2,0.00,0.00,0.00,0.00,0.00,0.35,0.21,0.56,0.35,0.56,Matches,La Liga
Pablo Maffeo,es ESP,DF,Mallorca,27-039,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,La Liga
Giorgi Mamardashvili,ge GEO,GK,Valencia,23-326,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30-212,1994,1,1,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Javier Manquillo,es ESP,DF,Celta Vigo,30-107,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
José María Giménez,uy URU,DF,Atlético Madrid,29-213,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Mika Màrmol,es ESP,DF,Las Palmas,22-049,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches,La Liga
Gerard Martín,es ESP,DF,Barcelona,22-232,2002,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.74,0.00,0.74,Matches,La Liga
Iván Martín,es ESP,MF,Girona,25-188,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,Matches,La Liga
Arnau Martinez,es ESP,"DF,MF",Girona,21-117,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Iñigo Martínez,es ESP,DF,Barcelona,33-095,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,7,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,La Liga
Marvin,es ESP,DF,Las Palmas,24-048,2000,1,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.62,0.00,0.62,Matches,La Liga
Omar Mascarell,gq EQG,MF,Mallorca,31-200,1993,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Jaime Mata,es ESP,FW,Las Palmas,35-301,1988,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,3,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,La Liga
Kylian Mbappé,fr FRA,FW,Real Madrid,25-244,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,5,5,17,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches,La Liga
Oliver McBurnie,sct SCO,FW,Las Palmas,28-077,1996,1,1,86,1.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,1,4,0.00,0.00,0.00,0.00,0.00,0.54,0.02,0.56,0.54,0.56,Matches,La Liga
Scott McKenna,sct SCO,DF,Las Palmas,27-282,1996,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Brais Méndez,es ESP,MF,Real Sociedad,27-226,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,4,2,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.16,0.12,0.16,Matches,La Liga
Ferland Mendy,fr FRA,DF,Real Madrid,29-073,1995,1,1,89,1.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Víctor Meseguer,es ESP,MF,Valladolid,25-072,1999,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,La Liga
Miguel,es ESP,FW,Leganés,24-352,1999,1,1,87,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,La Liga
Éder Militão,br BRA,DF,Real Madrid,26-215,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,La Liga
Luis Milla,es ESP,MF,Getafe,29-318,1994,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,1,0.00,1.00,1.00,0.00,1.00,0.00,0.06,0.06,0.00,0.06,Matches,La Liga
Pere Milla,es ESP,MF,Espanyol,31-332,1992,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,La Liga
